"id","client_id","phone","created_at","updated_at"
310,501119,"8 94213752 56",2021-08-15 07:00:00.000,"07:52:02 15/08/2021"
311,268775,"8(947)215 83 80",2021-06-18 11:04:37.000,"11:28:16 18/06/2021"
312,915081,"8 (945)974 60 66",2021-04-14 18:20:04.000,"18:51:03 14/04/2021"
313,707729,"8935 26353 08",2021-01-18 11:36:36.000,"12:18:39 18/01/2021"
314,488878,"8 938 275 98 69",2021-09-04 10:47:27.000,"11:18:02 04/09/2021"
315,300290,"8 (994) 84249 77",2021-12-21 02:47:49.000,"03:06:08 21/12/2021"
316,155562,"8 (984) 5380080",2021-06-15 05:45:22.000,"06:45:13 15/06/2021"
317,681533,"8 99862622 54",2021-05-18 05:14:16.000,"05:43:15 18/05/2021"
318,940248,"8 (927)795 88 61",2021-12-26 20:06:07.000,"20:47:56 26/12/2021"
319,261238,"8(930) 9425680",2021-10-12 16:41:15.000,"17:22:56 12/10/2021"
320,153975,"8(909)-633 62 86",2021-11-29 23:03:01.000,"23:50:08 29/11/2021"
321,421348,"8(988)8949797",2021-10-01 16:34:51.000,"17:14:49 01/10/2021"
322,601136,"8 990408 16 15",2021-06-01 08:52:14.000,"09:21:16 01/06/2021"
323,980584,"8(944)7994554",2021-01-28 02:33:45.000,"03:20:14 28/01/2021"
324,905075,"8 (976) 113 6714",2021-08-23 17:50:57.000,"19:14:14 23/08/2021"
325,771876,"894713714 39",2021-03-13 06:23:42.000,"06:42:34 13/03/2021"
326,602309,"89233784567",2021-06-12 13:07:04.000,"14:07:24 12/06/2021"
327,653600,"8(930) 53333 15",2021-02-03 00:16:35.000,"01:28:35 03/02/2021"
328,672986,"8 (989) 08169 95",2021-12-06 15:22:15.000,"16:42:35 06/12/2021"
329,661332,"8973 9384782",2021-06-11 18:22:03.000,"18:37:49 11/06/2021"
330,330628,"8(995)356 2415",2021-06-18 10:00:47.000,"10:58:30 18/06/2021"
331,300238,"8959 3187441",2021-04-25 15:28:53.000,"16:39:58 25/04/2021"
332,243632,"8 (967)7340751",2021-12-24 14:50:48.000,"15:27:26 24/12/2021"
333,916693,"8 (976) 91435 71",2021-02-23 16:17:47.000,"17:09:19 23/02/2021"
334,472000,"8 971 85458 97",2021-06-12 06:14:16.000,"06:18:49 12/06/2021"
335,797323,"8(913)530 35 39",2021-03-05 23:37:17.000,"00:16:17 06/03/2021"
336,930950,"8 952646 24 86",2021-11-19 00:25:33.000,"01:23:05 19/11/2021"
337,348471,"8(969)98190 43",2021-12-16 11:31:19.000,"12:21:58 16/12/2021"
338,511456,"8(979)72685 28",2021-04-07 08:52:22.000,"09:38:41 07/04/2021"
339,521864,"8 (905) 622 55 40",2021-07-04 00:48:18.000,"01:57:11 04/07/2021"
340,111084,"8(998)9856723",2021-03-27 21:42:14.000,"22:31:12 27/03/2021"
341,671860,"8(999)623 1144",2021-06-29 20:53:23.000,"21:08:20 29/06/2021"
